 430 ;     644433 ;  Keypress enter
 431 ;     644842 ;  Keypress t
 432 ;     644890 ;  Keypress r
 433 ;     645009 ;  Keypress u
 434 ;     645188 ;  Keypress n
 435 ;     645407 ;  Keypress d
 436 ;     645501 ;  Keypress l
 437 ;     645592 ;  Keypress e
 438 ;     645666 ;  Keypress space
 439 ;     645803 ;  Keypress i
 440 ;     645943 ;  Keypress s
 441 ;     646036 ;  Keypress space
 442 ;     646136 ;  Keypress a
 443 ;     646206 ;  Keypress space
 444 ;     646342 ;  Keypress b
 445 ;     646477 ;  Keypress i
 446 ;     646676 ;  Keypress t
 447 ;     646792 ;  Keypress space
 448 ;     646950 ;  Keypress c
 449 ;     647045 ;  Keypress o
 450 ;     647089 ;  Keypress n
 451 ;     647246 ;  Keypress f
 452 ;     647339 ;  Keypress u
 453 ;     647485 ;  Keypress s
 454 ;     647672 ;  Keypress e
 455 ;     647792 ;  Keypress d
 456 ;     647912 ;  Keypress space
 457 ;     648070 ;  Keypress l
 458 ;     648219 ;  Keypress o
 459 ;     648313 ;  Keypress l
 460 ;     648488 ;  Keypress enter
 461 ;     648652 ;  Keypress space
 462 ;     649970 ;  Right Click
 463 ;     660691 ;  Right Click
 464 ;     663008 ;  Right Click
 465 ;     664222 ;  Keypress space
 466 ;     667863 ;  Keypress q
 467 ;     668006 ;  Keypress space
 468 ;     670611 ;  Keypress w
 469 ;     670662 ;  Keypress space
 470 ;     672416 ;  Right Click
 471 ;     672637 ;  Keypress space
 472 ;     674362 ;  Right Click
 473 ;     674510 ;  Right Click
 474 ;     674975 ;  Keypress space
 475 ;     675639 ;  Right Click
 476 ;     676433 ;  Keypress space
 477 ;     676433 ;  Right Click
 478 ;     676560 ;  Right Click
 479 ;     676751 ;  Right Click
 480 ;     676781 ;  Keypress space
 481 ;     676781 ;  Keypress w
 482 ;     676946 ;  Keypress space
 483 ;     679937 ;  Right Click
 484 ;     680227 ;  Keypress space
 485 ;     681852 ;  Keypress q
 486 ;     681931 ;  Keypress space
 487 ;     681931 ;  Right Click
 488 ;     682109 ;  Keypress space
 489 ;     683901 ;  Right Click
 490 ;     684154 ;  Right Click
 491 ;     684176 ;  Keypress space
 492 ;     686858 ;  Keypress space
 493 ;     691972 ;  Keypress w
 494 ;     692110 ;  Right Click
 495 ;     692370 ;  Keypress space
 496 ;     694730 ;  Keypress space
 497 ;     699240 ;  Keypress space
 498 ;     701415 ;  Keypress space
 499 ;     702337 ;  Right Click
 500 ;     702525 ;  Keypress space
 501 ;     704550 ;  Right Click
 502 ;     704589 ;  Keypress space
 503 ;     705114 ;  Keypress space
 504 ;     707037 ;  Keypress q
 505 ;     707071 ;  Keypress space
 506 ;     707071 ;  Right Click
 507 ;     707162 ;  Right Click
 508 ;     707301 ;  Keypress space
 509 ;     708443 ;  Keypress space
 510 ;     709940 ;  Keypress space
 511 ;     710514 ;  Right Click
 512 ;     710890 ;  Keypress space
 513 ;     713052 ;  Keypress space
 514 ;     715220 ;  Right Click
 515 ;     715270 ;  Keypress space
 516 ;     719561 ;  Right Click
 517 ;     719729 ;  Keypress space
 518 ;     724160 ;  Keypress space
 519 ;     727912 ;  Right Click
 520 ;     728079 ;  Right Click
 521 ;     728119 ;  Keypress space
 522 ;     732216 ;  Right Click
 523 ;     732615 ;  Keypress space
 524 ;     734773 ;  Right Click
 525 ;     734891 ;  Right Click
 526 ;     735273 ;  Keypress space
 527 ;     741904 ;  Right Click
 528 ;     742386 ;  Keypress space
 529 ;     746454 ;  Keypress space
 530 ;     752564 ;  Keypress space
 531 ;     752564 ;  Right Click
 532 ;     752659 ;  Right Click
 533 ;     752727 ;  Keypress space
 534 ;     752727 ;  Keypress q
 535 ;     752777 ;  Right Click
 536 ;     752839 ;  Keypress space
 537 ;     753569 ;  Right Click
 538 ;     753656 ;  Keypress space
 539 ;     756271 ;  Right Click
 540 ;     756460 ;  Right Click
 541 ;     756686 ;  Keypress Alt+ 
 542 ;     756912 ;  Keypress space
 543 ;     759588 ;  Right Click
 544 ;     759794 ;  Right Click
 545 ;     761110 ;  Keypress Alt+ 
 546 ;     761310 ;  Keypress Alt+ 
 547 ;     761826 ;  Keypress Alt+ 
 548 ;     762779 ;  Right Click
 549 ;     763675 ;  Right Click
 550 ;     763728 ;  Keypress space
 551 ;     767593 ;  Right Click
