12	192688
13	193628
14	194433
15	195126
16	195933
17	198000
18	198492
19	199043
20	200652
21	200916
22	201285
23	201406
24	202514
25	216188
26	225563
27	225844
28	233905
29	237417
30	238619
31	240125
32	244841
33	259724
34	260656
35	260689
36	268235
37	268241
38	272637
39	273790
40	276683
41	277087
42	277190
43	281485
44	281849
45	282079
46	282323
47	282684
48	283445
49	292244
50	293443
51	293653
52	293853
53	294507
54	294726
55	294841
56	303376
57	303514
58	304965
59	308972
60	309058
61	309223
62	309310
63	310919
64	311051
65	311771
66	312737
67	312850
68	313029
69	313076
70	316650
71	316707
72	317145
73	317326
74	317505
75	317762
76	319423
77	319462
78	322996
79	323084
80	323273
81	323621
82	326415
83	326564
84	328382
85	328610
86	329130
87	329420
88	333654
89	334022
90	336083
91	338106
92	338210
93	338585
94	339450
95	340894
96	342956
97	343131
98	347015
99	347171
100	352791
101	353027
102	353276
103	353496
104	353707
105	353898
106	354132
107	354784
108	354971
109	355635
110	355807
111	357522
112	357594
113	357674
114	358442
115	358599
116	358869
117	360015
118	360359
119	361852
120	362003
121	362496
122	364768
123	366434
124	369229
125	369321
126	369321
127	369512
128	370894
129	371036
130	374458
131	374586
132	377993
133	378004
134	378139
135	378326
136	378524
137	378731
138	378967
139	379118
140	380530
141	380609
142	380827
143	385925
144	385925
145	386307
146	389978
147	390132
148	390458
149	391287
150	391412
151	392691
152	392830
153	395584
154	395811
155	398139
156	398792
157	399632
158	401140
159	401568
160	402042
161	402348
162	402510
163	403723
164	403913
165	406680
166	410697
167	410812
168	410812
169	410926
170	410926
171	410985
172	411033
173	412664
174	412785
175	414336
176	414504
177	414628
178	415783
179	415907
180	417717
181	417873
182	420485
183	420630
184	422042
185	422176
186	422327
187	424160
188	428349
189	428605
190	431072
191	431083
192	432714
193	433438
194	435976
195	438224
196	439773
197	448346
198	449675
199	459706
200	459706
201	459837
202	461772
203	461804
204	461888
205	465347
206	465488
207	467687
208	468417
209	468533
210	468725
211	468844
212	468974
213	469045
214	469115
215	469234
216	471668
217	474314
218	474641
219	474863
220	475964
221	477042
222	477220
223	477268
224	477413
225	478103
226	478378
227	479873
228	480258
229	486144
230	491999
231	493530
232	493583
233	493584
234	495873
235	496047
236	496264
237	496364
238	496590
239	496818
240	496909
241	497349
242	497468
243	497557
244	497673
245	497795
246	497952
247	498127
248	498246
249	498362
250	498481
251	498575
252	498667
253	499010
254	499130
255	499381
256	499451
257	499882
258	500024
259	500155
260	500339
261	500563
262	500681
263	506348
264	506525
265	506671
266	506811
267	506939
268	507069
269	507471
270	507565
271	507718
272	507835
273	508251
274	508442
275	508889
276	509558
277	509682
278	509993
279	510038
280	510108
281	510283
282	510422
283	510653
284	510749
285	510867
286	510991
287	511085
288	511180
289	511391
290	511598
291	511695
292	511789
293	511927
294	512021
295	512110
296	512229
297	512354
298	512397
299	512614
300	512851
301	513655
302	513780
303	513813
304	514598
305	515662
306	515711
307	521360
308	521484
309	522991
310	523282
311	523516
312	523732
313	523811
314	525873
315	526297
316	527478
317	527687
318	528548
319	528648
320	530448
321	530551
322	530771
323	530980
324	531050
325	536664
326	536883
327	540159
328	540290
329	541550
330	541724
331	543663
332	543784
333	545873
334	545997
335	547302
336	547372
337	547372
338	547489
339	548966
340	548979
341	549491
342	549491
343	549573
344	549598
345	550410
346	550628
347	550756
348	555378
349	555583
350	556212
351	559404
352	559485
353	559629
354	561201
355	564825
356	565034
357	565256
358	569833
359	570016
360	572649
361	572851
362	577414
363	579279
364	579433
365	580667
366	583399
367	583547
368	583646
369	588419
370	589361
371	589534
372	589652
373	590866
374	590983
375	592573
376	592740
377	593845
378	593847
379	595130
380	597595
381	597716
382	599622
383	599732
384	602330
385	602704
386	604323
387	604385
388	607210
389	607412
390	609633
391	609728
392	609918
393	611667
394	611808
395	611809
396	612015
397	612560
398	612659
399	613667
400	613724
401	613790
402	616732
403	616914
404	617122
405	618244
406	618374
407	619414
408	619535
409	621565
410	622565
411	623377
412	623606
413	624125
414	624800
415	625260
416	625579
417	625639
418	626631
419	626968
420	627365
421	630384
422	630588
423	630802
424	631009
425	631244
426	631811
427	632375
428	632635
429	639981
430	644433
431	644842
432	644890
433	645009
434	645188
435	645407
436	645501
437	645592
438	645666
439	645803
440	645943
441	646036
442	646136
443	646206
444	646342
445	646477
446	646676
447	646792
448	646950
449	647045
450	647089
451	647246
452	647339
453	647485
454	647672
455	647792
456	647912
457	648070
458	648219
459	648313
460	648488
461	648652
462	649970
463	660691
464	663008
465	664222
466	667863
467	668006
468	670611
469	670662
470	672416
471	672637
472	674362
473	674510
474	674975
475	675639
476	676433
477	676433
478	676560
479	676751
480	676781
481	676781
482	676946
483	679937
484	680227
485	681852
486	681931
487	681931
488	682109
489	683901
490	684154
491	684176
492	686858
493	691972
494	692110
495	692370
496	694730
497	699240
498	701415
499	702337
500	702525
501	704550
502	704589
503	705114
504	707037
505	707071
506	707071
507	707162
508	707301
509	708443
510	709940
511	710514
512	710890
513	713052
514	715220
515	715270
516	719561
517	719729
518	724160
519	727912
520	728079
521	728119
522	732216
523	732615
524	734773
525	734891
526	735273
527	741904
528	742386
529	746454
530	752564
531	752564
532	752659
533	752727
534	752727
535	752777
536	752839
537	753569
538	753656
539	756271
540	756460
541	756686
542	756912
543	759588
544	759794
545	761110
546	761310
547	761826
548	762779
549	763675
550	763728
551	767593
552	768170
553	768702
554	775331
555	775506
556	777158
557	777427
558	780487
559	780739
560	784468
561	785826
562	785858
563	787819
564	787831
565	790224
566	790579
567	795083
568	795237
569	796083
570	796220
571	798642
572	798797
573	800124
574	800439
575	801208
576	801310
577	801682
578	803604
579	803800
580	805210
581	805323
582	805866
583	807389
584	807519
585	807519
586	807751
587	808020
588	809187
589	809367
590	810107
591	810453
592	813179
593	813317
594	813445
595	814144
596	815223
597	815382
598	816460
599	816506
600	816592
601	817501
602	817666
603	817859
604	818994
605	819468
606	822209
607	822491
608	822720
609	822942
610	823172
611	823397
612	823617
613	823867
614	824104
615	824344
616	824574
617	824842
618	841006
619	841319
620	841523
621	841824
622	842114
623	842795
624	845558
625	845694
626	848225
627	848535
628	852635
629	852839
630	855504
631	855760
632	859152
633	860911
634	861698
635	865666
636	865884
637	866044
638	866883
639	867155
640	867409
641	867764
642	868080
643	868568
644	868776
645	869419
646	870909
647	871093
648	872875
649	873353
650	873544
651	876233
652	876366
653	878137
654	882583
655	882871
656	887550
657	888742
658	888927
659	889112
660	889320
661	889650
662	890912
663	891036
664	891612
665	891789
666	892542
667	892775
668	893681
669	893875
670	894186
671	894392
672	895176
673	895455
674	895605
675	895831
676	896060
677	896335
678	896446
679	896799
680	897051
681	897340
682	897624
683	898050
684	898760
685	900092
686	900258
687	900897
688	901042
689	901610
690	901826
691	902043
692	902622
693	902971
694	907774
695	908027
696	917349
697	920179
698	921322
699	922394
700	923130
701	923956
702	924560
703	924831
704	925050
705	925670
706	925926
707	926306
708	926611
709	927262
710	927786
711	930738
712	930883
713	933843
714	936032
715	939471
716	946338
717	950121
718	952038
719	955163
720	956618
721	957190
722	957962
723	965315
724	968477
725	969512
726	969638
727	971244
728	972659
729	972953
730	974134
731	975263
732	975410
733	976968
734	977074
735	978323
736	979423
737	979845
738	982747
739	982927
740	983767
741	984643
742	984833
743	986222
744	987752
745	989358
746	992449
747	992724
748	995178
749	995288
750	995451
751	999064
752	1002288
753	1002654
754	1007186
755	1007289
756	1008428
757	1008632
758	1008915
759	1009065
760	1009291
761	1009522
762	1009747
763	1009969
764	1010263
765	1011010
766	1012126
767	1012715
768	1012935
769	1013813
770	1014025
771	1014193
772	1014698
773	1014895
774	1015130
775	1015738
776	1016210
777	1016461
778	1017211
779	1017482
780	1017723
781	1018367
782	1019329
783	1019649
784	1019838
785	1020033
786	1020695
787	1020695
788	1022009
789	1023687
790	1024207
791	1028507
792	1028816
793	1029632
794	1029648
795	1032656
796	1033866
797	1034020
798	1035330
799	1037130
800	1037655
801	1037655
802	1039103
803	1046456
804	1046990
805	1050548
806	1050921
807	1051297
808	1051823
809	1052262
810	1052873
811	1060358
812	1064365
813	1065202
814	1067617

